method,length,window,rank,primary_period,backend_used,trend_mean,season_std,residual_rms,residual_peak_abs,reconstruction_max_abs_error
SSA,180,36,8,12,native,1.396983057905015,0.8420445166528594,0.17626286529363494,0.40198048295853817,0.0
