channel,mssa_backend,std_backend,mssa_residual_rms,std_residual_rms,trend_overlay_mean_abs_gap
sensor_a,python,native,0.0046601974364631465,3.494444133868599e-17,0.058989020396541775
sensor_b,python,native,0.003804007772195464,1.0343892305196971e-17,0.02602614181074432
sensor_c,python,native,0.09987590221888892,1.1793851806257659e-17,0.012819989341381503
